高管姓名，性别，年龄，股票代码，职位
刘卫国,男,55,600784,董事长,董事
王飚,男,50,600783,董事长,董事
夏文勇,男,46,600782,董事长,董事
朱文臣,男,52,600781,董事长,董事
王启瑞,男,53,600780,董事长,董事
范祥福,男,61,600779,董事长,董事
聂如旋,男,59,600778,董事长,董事
刘珂,男,47,600777,代董事长,董事
周忠国,男,51,600776,董事长,董事
徐国飞,男,56,600775,董事长,执行董事
张宪华,男,64,600774,董事长,董事
朱贤麟,男,57,600773,董事长,董事
张斌,男,45,600771,董事长,董事
昝圣达,男,55,600770,董事长,董事
董耀军,男,49,600769,董事长,董事
陈炜,男,46,600768,董事长,董事
海乐,女,44,600767,董事长,董事
姬苏春,男,56,600765,董事长,董事
范国平,男,56,600764,董事长,董事
吕建明,男,53,600763,董事长,董事
张德进,男,55,600761,董事长,董事
郭殿满,男,59,600760,董事长,董事
王文韬,男,44,600759,董事长,董事
林守信,男,62,600758,董事长,董事
陈义国,男,54,600757,董事长,董事
王柏华,男,53,600756,董事长,董事
许晓曦,男,49,600755,董事长,董事
俞敏亮,男,61,600754,董事长,董事
梁衍锋,男,53,600753,董事长,董事
孙光裕,男,74,600752,名誉董事长
卢小青,女,50,600750,董事长,董事
童甫,男,36,600751,董事长,董事
欧阳旭,男,50,600749,董事长,董事
曾明,男,48,600748,董事长,董事
梁军,男,57,600747,董事长,董事
胡宗贵,男,47,600746,董事长,董事
邹嘉华,男,60,600744,董事长,董事
张学政,男,43,600745,董事长,董事
杜凤超,男,56,600743,董事长,董事
张丕杰,男,57,600742,董事长,董事
陈虹,男,57,600741,董事长,董事
尚书志,男,66,600739,董事长,董事
张宏,男,57,600738,董事长,董事
夏令和,男,53,600737,董事长,董事
王星,男,44,600736,董事长,董事
张建华,男,65,600735,董事长,董事
景百孚,男,48,600734,董事长,董事
胡革伟,男,52,600733,董事长,董事
李勇军,男,45,600732,董事长,董事
刘卫东,男,51,600731,董事长,董事
马建斌,男,43,600730,董事长,董事
何谦,男,51,600729,董事长,董事
刘伟,男,53,600728,董事长,董事
陈树常,男,55,600727,董事长,董事
董凤亮,男,46,600726,董事长,董事
周先田,男,53,600725,董事长,董事
庄立峰,男,48,600724,董事长,董事
邵阳,男,52,600719,董事长,董事
李源光,男,49,600723,董事长,董事
何长海,男,53,600722,董事长,董事
脱利成,男,55,600720,董事长,董事
刘积仁,男,63,600718,董事长,董事
梁永岑,男,50,600717,董事长,董事
周斌,男,51,600716,董事长,董事
周茂非,男,54,600715,董事长,董事
程国勋,男,55,600714,董事长,董事
陶昀,男,64,600713,董事长,董事
黎军,男,49,600712,董事长,董事
陈东,男,46,600711,董事长,董事
杨永清,男,52,600710,董事长,董事
李浩,男,28,600709,董事长,董事
沈宏泽,男,53,600708,董事长,董事
陈忠国,男,51,600707,董事长,董事
李耀杰,男,46,600706,董事长,董事
录大恩,男,58,600705,董事长,董事
王挺革,男,57,600704,董事长,董事
林志强,男,44,600703,董事长,董事
刘力,男,48,600702,董事长,董事
张大成,男,64,600701,董事长,董事
李键,男,58,600700,董事长,董事
王剑峰,男,48,600699,董事长,董事
曹和平,男,62,600697,董事长,董事
张佟,男,41,600696,董事长,董事
冯志武,男,53,600691,董事长,董事
黄毅,男,56,600698,董事长,董事
梁海山,男,52,600690,董事长,董事
邹宁,男,49,600689,董事长,董事
吴海君,男,55,600688,董事长,执行董事
徐建刚,男,50,600687,董事长,董事
邱志向,男,47,600686,董事长,董事
韩广德,男,56,600685,董事长,执行董事
罗晓,男,52,600684,董事长,董事
田振清,男,53,600683,董事长,董事
杨怀珍,女,55,600682,董事长,董事
王东海,男,54,600681,董事长,董事
徐千,男,56,600680,董事长,董事
梁斐,男,37,600678,董事长,董事
敖刚,男,55,600677,董事长,董事
张仁良,男,57,600676,董事长,董事
冯经明,男,59,600675,董事长,董事
刘国强,男,61,600674,董事长,董事
张寓帅,男,31,600673,董事长,董事
赵非凡,男,35,600671,董事长,董事
袁晨亮,男,63,600670,董事长,董事
蒋晓萌,男,54,600668,董事长,董事
赵振元,男,63,600667,董事长,董事
左洪波,男,53,600666,董事长,董事
俞向前,男,51,600665,董事长,董事
张镇平,男,57,600664,董事长,董事
李晋昭,男,56,600663,董事长,董事
叶章毅,男,42,600662,董事长,董事
曹德旺,男,72,600660,董事长,董事
王岩,男,58,600658,董事长,董事
许佳明,男,34,600656,董事长,董事
徐晓亮,男,45,600655,董事长,董事
涂国身,男,53,600654,董事长,董事
祁玉民,男,59,600653,董事长,董事
谢鹏,男,39,600652,董事长,董事
黄金刚,男,53,600651,董事长,董事
邵晓明,男,60,600650,董事长,董事
汲广林,男,44,600649,董事长,董事
须伟泉,男,57,600642,董事长,董事
刘宏,男,56,600648,董事长,董事
刘社梅,男,55,600647,董事长,董事
廖政权,男,54,600644,董事长,董事
王均金,男,50,600643,董事长,董事
朱旭东,男,54,600641,董事长,董事
李安民,男,49,600640,董事长,董事
王颖,女,52,600639,代董事长,副董事长,董事
程齐鸣,男,62,600638,董事长,董事
王建军,女,57,600637,董事长,董事
李德福,男,60,600645,董事长,董事
陈彦,女,41,600636,董事长,董事
杨国平,男,62,600635,董事局主席,执行董事
王晓强,男,38,600634,董事长,董事
蒋国兴,男,49,600633,董事长,董事
马新生,男,64,600631,董事长,董事
王卫民,男,49,600630,董事长,董事
秦云,男,56,600629,董事长,董事
徐若海,男,56,600628,董事长,董事
姚明华,男,57,600626,董事长,董事
苗华,男,58,600625,董事长,董事
赵文斌,男,44,600624,董事长,董事
刘训峰,男,53,600623,董事长,董事
蔡小庆,男,54,600621,董事长,董事
叶茂菁,男,47,600620,董事长,董事
董鑑华,男,53,600619,董事长,董事
黄岱列,男,59,600618,董事长,董事
刘军,男,51,600617,董事长,董事
